Company,Date,Total Long Term Debt,"Total Assets, Reported",Tangible Book Value Per Share,Net Income Before Taxes,Net Income After Taxes,Total Common Shares Outstanding,Revenue,Research And Development,"ROA Total Assets, Percent"
A.N,7/31/2020,2283000000.00,9546000000.00,1.61,219000000.00,199000000.00,309000000.00,1261000000.00,92000000.00,2.09
A.N,4/30/2020,1788000000.00,9455000000.00,0.86,121000000.00,101000000.00,308000000.00,1238000000.00,197000000.00,1.07
A.N,1/31/2020,1787000000.00,9501000000.00,0.65,219000000.00,197000000.00,310000000.00,1357000000.00,104000000.00,2.08
A.N,10/31/2019,1791000000.00,9452000000.00,0.16,231000000.00,194000000.00,309000000.00,1367000000.00,102000000.00,2.15
A.N,7/31/2019,1294000000.00,8625000000.00,3.64,222000000.00,191000000.00,310000000.00,1274000000.00,101000000.00,2.16
A.N,4/30/2019,1798000000.00,9022000000.00,4.65,218000000.00,182000000.00,316991000.00,1238000000.00,99000000.00,2.03
A.N,1/31/2019,1798000000.00,8952000000.00,4.20,248000000.00,504000000.00,318000000.00,1284000000.00,102000000.00,5.76
A.N,10/31/2018,1799000000.00,8541000000.00,3.47,244000000.00,214000000.00,318000000.00,1294000000.00,104000000.00,2.53
A.N,7/31/2018,1799000000.00,8349000000.00,3.50,242000000.00,236000000.00,319000000.00,1203000000.00,97000000.00,2.75
A.N,4/30/2018,1800000000.00,8784000000.00,5.22,227000000.00,205000000.00,322000000.00,1206000000.00,92000000.00,2.35
A.N,1/31/2018,1800000000.00,8698000000.00,4.79,233000000.00,213000000.00,322963000.00,1211000000.00,93000000.00,2.49
A.N,10/31/2017,1801000000.00,8426000000.00,5.79,226000000.00,177000000.00,322000000.00,1189000000.00,91000000.00,2.12
A.N,7/31/2017,1801000000.00,8261000000.00,5.03,193000000.00,175000000.00,322000000.00,1114000000.00,87000000.00,2.15
A.N,4/30/2017,1802000000.00,8016000000.00,4.46,191000000.00,164000000.00,321000000.00,1102000000.00,84000000.00,2.06
A.N,1/31/2017,1802000000.00,7872000000.00,4.11,193000000.00,168000000.00,322000000.00,1067000000.00,79000000.00,2.14
A.N,10/31/2016,1904000000.00,7794000000.00,4.04,151000000.00,126000000.00,324000000.00,1111000000.00,84000000.00,1.62
A.N,7/31/2016,1652000000.00,7734000000.00,4.25,134000000.00,124000000.00,324000000.00,1044000000.00,86000000.00,1.61
A.N,4/30/2016,1654000000.00,7640000000.00,3.43,117000000.00,91000000.00,325000000.00,1019000000.00,81000000.00,1.22
A.N,1/31/2016,1653000000.00,7302000000.00,3.21,142000000.00,121000000.00,328000000.00,1028000000.00,78000000.00,1.64
A.N,10/31/2015,1655000000.00,7479000000.00,4.08,143000000.00,143000000.00,332000000.00,1035000000.00,78000000.00,1.94
A.N,7/31/2015,1655000000.00,7251000000.00,3.77,128000000.00,113000000.00,332000000.00,1014000000.00,79000000.00,1.54
A.N,4/30/2015,1656000000.00,7412000000.00,3.91,96000000.00,92000000.00,333000000.00,963000000.00,81000000.00,1.23
A.N,1/31/2015,1658000000.00,7519000000.00,3.95,113000000.00,93000000.00,336000000.00,1026000000.00,88000000.00,1.01
A.N,10/31/2014,1663000000.00,10815000000.00,6.40,-22000000.00,8000000.00,335000000.00,1043000000.00,91000000.00,0.08
A.N,7/31/2014,2181000000.00,10380000000.00,5.61,85000000.00,63000000.00,333000000.00,1009000000.00,86000000.00,0.59
A.N,4/30/2014,2693000000.00,11026000000.00,5.21,69000000.00,40000000.00,333000000.00,988000000.00,87000000.00,0.37
A.N,1/31/2014,2695000000.00,10638000000.00,4.69,97000000.00,121000000.00,334000000.00,1008000000.00,88000000.00,1.13
A.N,10/31/2013,2699000000.00,10686000000.00,3.97,254000000.00,211000000.00,333000000.00,1718000000.00,173000000.00,-2.75
A.N,7/31/2013,2701000000.00,10278000000.00,2.56,212000000.00,168000000.00,331000000.00,1652000000.00,170000000.00,1.61
A.N,4/30/2013,2106000000.00,10587000000.00,3.78,198000000.00,166000000.00,345000000.00,1732000000.00,173000000.00,1.56
A.N,1/31/2013,2111000000.00,10653000000.00,3.48,195000000.00,179000000.00,347000000.00,1680000000.00,179000000.00,1.69
A.N,10/31/2012,2112000000.00,10536000000.00,3.10,256000000.00,425000000.00,346000000.00,1767000000.00,178000000.00,4.19
A.N,7/31/2012,1714000000.00,9757000000.00,2.40,238000000.00,243000000.00,348443140.00,1723000000.00,162000000.00,2.54
A.N,4/30/2012,1926000000.00,9413000000.00,7.86,293000000.00,255000000.00,347500870.00,1733000000.00,166000000.00,2.75
A.N,1/31/2012,1929000000.00,9099000000.00,7.15,256000000.00,230000000.00,347625240.00,1635000000.00,162000000.00,2.53
A.N,10/31/2011,1932000000.00,9057000000.00,6.66,293000000.00,289000000.00,347000000.00,1728000000.00,163000000.00,3.25
A.N,7/31/2011,2168000000.00,8753000000.00,6.20,281000000.00,330000000.00,347000000.00,1691000000.00,162000000.00,3.79
A.N,4/30/2011,2144000000.00,8649000000.00,5.47,260000000.00,200000000.00,348000000.00,1677000000.00,165000000.00,2.40
A.N,1/31/2011,2138000000.00,8044000000.00,4.11,198000000.00,193000000.00,345122160.00,1519000000.00,159000000.00,2.18
A.N,10/31/2010,2190000000.00,9696000000.00,3.69,243000000.00,292000000.00,346000000.00,1576000000.00,158000000.00,3.11
AAL.OQ,6/30/2020,28698000000.00,64544000000.00,-18.30,-2659000000.00,-2067000000.00,508556150.00,1622000000.00,NULL,-3.36
AAL.OQ,3/31/2020,21564000000.00,58580000000.00,-20.78,-2890000000.00,-2241000000.00,422886530.00,8515000000.00,NULL,-3.78
AAL.OQ,12/31/2019,21454000000.00,59995000000.00,-14.70,571000000.00,414000000.00,428202510.00,11313000000.00,NULL,0.68
AAL.OQ,9/30/2019,21625000000.00,61175000000.00,-13.76,557000000.00,425000000.00,438035290.00,11911000000.00,NULL,0.69
AAL.OQ,6/30/2019,21791000000.00,61967000000.00,-13.96,882000000.00,662000000.00,445262350.00,11960000000.00,NULL,1.08
AAL.OQ,3/31/2019,20660000000.00,60787000000.00,-15.40,245000000.00,185000000.00,444216230.00,10584000000.00,NULL,0.30
AAL.OQ,12/31/2018,21179000000.00,60580000000.00,-13.89,395000000.00,324000000.00,460610870.00,10938000000.00,NULL,0.57
AAL.OQ,9/30/2018,22274000000.00,52635000000.00,-14.78,496000000.00,372000000.00,460559470.00,11559000000.00,NULL,0.71
AAL.OQ,6/30/2018,21863000000.00,52622000000.00,-15.45,756000000.00,556000000.00,460502100.00,11643000000.00,NULL,1.05
AAL.OQ,3/31/2018,21946000000.00,53280000000.00,-15.62,238000000.00,159000000.00,467390480.00,10401000000.00,NULL,0.30
AAL.OQ,12/31/2017,22511000000.00,52785000000.00,-14.88,408000000.00,240000000.00,475507890.00,10611000000.00,NULL,0.46
AAL.OQ,9/30/2017,22217000000.00,52401000000.00,-4.91,1063000000.00,661000000.00,479999890.00,10965000000.00,NULL,1.25
AAL.OQ,6/30/2017,22525000000.00,53336000000.00,-5.33,1389000000.00,864000000.00,487661920.00,11227000000.00,NULL,1.63
AAL.OQ,3/31/2017,22829000000.00,52627000000.00,-5.79,535000000.00,340000000.00,495749820.00,9820000000.00,NULL,0.65
AAL.OQ,12/31/2016,22489000000.00,51274000000.00,-4.89,500000000.00,289000000.00,507294150.00,9789000000.00,NULL,0.38
AAL.OQ,9/30/2016,21545000000.00,51108000000.00,-3.64,1189000000.00,737000000.00,519161250.00,10594000000.00,NULL,1.44
AAL.OQ,6/30/2016,21131000000.00,51051000000.00,-3.71,1493000000.00,950000000.00,537141490.00,10363000000.00,NULL,1.88
AAL.OQ,3/31/2016,19134000000.00,49909000000.00,-2.76,1117000000.00,700000000.00,585658330.00,9435000000.00,NULL,1.42
AAL.OQ,12/31/2015,18523000000.00,48415000000.00,-1.13,245000000.00,3281000000.00,624622380.00,9630000000.00,NULL,6.76
AAL.OQ,9/30/2015,19026000000.00,48715000000.00,-4.05,1709000000.00,1693000000.00,640107540.00,10706000000.00,NULL,3.51
AAL.OQ,6/30/2015,17360000000.00,47868000000.00,-4.02,1719000000.00,1704000000.00,678288980.00,10827000000.00,NULL,3.60
AAL.OQ,3/31/2015,17913000000.00,46754000000.00,-5.20,943000000.00,932000000.00,693800650.00,9827000000.00,NULL,2.07
AAL.OQ,12/31/2014,16368000000.00,43225000000.00,-6.18,567000000.00,597000000.00,697474540.00,10160000000.00,NULL,1.37
AAL.OQ,9/30/2014,15890000000.00,44173000000.00,-1.98,949000000.00,942000000.00,717257570.00,11139000000.00,NULL,2.12
AAL.OQ,6/30/2014,15620000000.00,44811000000.00,-3.24,1204000000.00,864000000.00,720501650.00,11355000000.00,NULL,1.95
AAL.OQ,3/31/2014,17566000000.00,43737000000.00,-8.17,492000000.00,479000000.00,649953270.00,9996000000.00,NULL,1.11
AAL.OQ,12/31/2013,21281000000.00,42278000000.00,-17.33,-2325000000.00,-2001000000.00,526805520.00,7368000000.00,NULL,-5.80
AAL.OQ,9/30/2013,14489000000.00,26780000000.00,-26.17,289000000.00,289000000.00,335292240.00,6828000000.00,NULL,1.09
AAL.OQ,6/30/2013,13607000000.00,26216000000.00,-27.07,220000000.00,220000000.00,335292240.00,6449000000.00,NULL,0.88
AAL.OQ,3/31/2013,12190000000.00,23852000000.00,-27.56,-364000000.00,-342000000.00,335292240.00,6098000000.00,NULL,-1.44
AAL.OQ,12/31/2012,12030000000.00,23510000000.00,-26.41,-306000000.00,263000000.00,335292240.00,5937000000.00,NULL,1.11
AAL.OQ,9/30/2012,11792000000.00,23927000000.00,-24.61,-238000000.00,-238000000.00,335271560.00,6429000000.00,NULL,-0.97
AAL.OQ,6/30/2012,11917000000.00,24726000000.00,-29.38,-241000000.00,-241000000.00,335271560.00,6452000000.00,NULL,-0.98
AAL.OQ,3/31/2012,11959000000.00,24511000000.00,-28.55,-1660000000.00,-1660000000.00,335271560.00,6037000000.00,NULL,-6.87
AAL.OQ,12/31/2011,6702000000.00,23848000000.00,-23.88,-1095000000.00,-1095000000.00,335267400.00,5956000000.00,NULL,-4.51
AAL.OQ,9/30/2011,10167000000.00,24719000000.00,-17.14,-162000000.00,-162000000.00,335227020.00,6376000000.00,NULL,-0.64
AAL.OQ,6/30/2011,10052000000.00,25787000000.00,-16.19,-286000000.00,-286000000.00,335207280.00,6114000000.00,NULL,-1.08
AAL.OQ,3/31/2011,10156000000.00,27113000000.00,-14.62,-436000000.00,-436000000.00,333461640.00,5533000000.00,NULL,-1.67
AAL.OQ,12/31/2010,9253000000.00,25088000000.00,-14.63,-132000000.00,-97000000.00,333449330.00,5586000000.00,NULL,-0.38
AAL.OQ,9/30/2010,9513000000.00,25357000000.00,-13.83,143000000.00,143000000.00,333286220.00,5842000000.00,NULL,0.56
AAP.N,7/11/2020,1240340000.00,11930665000.00,29.56,252540000.00,189960000.00,69139000.00,2501380000.00,NULL,1.58
AAP.N,4/18/2020,1241094000.00,12072572000.00,26.77,60193000.00,43588000.00,69101000.00,2697882000.00,NULL,0.37
AAP.N,12/28/2019,747320000.00,11248525000.00,26.68,120039000.00,95907000.00,69232000.00,2112614000.00,NULL,0.86
AAP.N,10/5/2019,747136000.00,11106802000.00,28.14,160740000.00,123669000.00,69275000.00,2312106000.00,NULL,1.11
AAP.N,7/13/2019,746951000.00,11267946000.00,30.08,166210000.00,124820000.00,71697000.00,2332246000.00,NULL,1.12
AAP.N,4/20/2019,746767000.00,11081511000.00,28.27,190758000.00,142500000.00,71737000.00,2952036000.00,NULL,1.42
AAP.N,12/29/2018,1045720000.00,9040648000.00,27.74,69857000.00,115787000.00,72460000.00,2105072000.00,NULL,1.29
AAP.N,10/6/2018,1045398000.00,8972353000.00,28.87,146920000.00,95243000.00,72893720.00,2274982000.00,NULL,1.07
AAP.N,7/14/2018,1045077000.00,8835556000.00,28.27,157471000.00,95836000.00,74081260.00,2326652000.00,NULL,1.10
AAP.N,4/21/2018,1044755000.00,8614953000.00,26.61,181017000.00,111427000.00,74031310.00,2873848000.00,NULL,1.30
AAP.N,12/30/2017,1044327000.00,8482301000.00,24.66,74137000.00,40700000.00,73936000.00,2036986000.00,NULL,0.48
AAP.N,10/7/2017,1044008000.00,8468224000.00,22.03,144000000.00,95996000.00,73898040.00,2182233000.00,NULL,1.14
AAP.N,7/15/2017,1043690000.00,8437413000.00,20.52,135959000.00,87049000.00,73862590.00,2263727000.00,NULL,1.03
AAP.N,4/22/2017,1073372000.00,8428657000.00,19.04,166163000.00,107960000.00,73844670.00,2890838000.00,NULL,1.29
AAP.N,12/31/2016,1042949000.00,8315033000.00,17.42,96911000.00,62365000.00,73749000.00,2082891000.00,NULL,0.75
AAP.N,10/8/2016,1042633000.00,8414645000.00,16.12,177838000.00,113844000.00,75195000.00,2248855000.00,NULL,1.35
AAP.N,7/16/2016,1169702000.00,8437529000.00,14.83,208907000.00,124600000.00,73613000.00,2256155000.00,NULL,1.48
AAP.N,4/23/2016,1229888000.00,8438963000.00,13.04,255179000.00,158813000.00,73544000.00,2979778000.00,NULL,1.92
AAP.N,1/2/2016,1206297000.00,8127701000.00,10.69,83825000.00,54819000.00,73314000.00,2033545000.00,NULL,0.67
AAP.N,10/10/2015,1293102000.00,8181536000.00,9.80,192417000.00,120469000.00,73234000.00,2295203000.00,NULL,1.47
AAP.N,7/18/2015,1453044000.00,8167875000.00,7.96,237803000.00,149998000.00,73204000.00,2370037000.00,NULL,1.84
AAP.N,4/25/2015,1609687000.00,8146695000.00,5.79,238843000.00,148112000.00,73178230.00,3038233000.00,NULL,1.84
AAP.N,1/3/2015,1636311000.00,7962358000.00,3.55,130958000.00,84434000.00,73074000.00,2237209000.00,NULL,1.06
AAP.N,10/4/2014,1730150000.00,7997737000.00,2.21,193653000.00,122177000.00,74385000.00,2289456000.00,NULL,1.53
AAP.N,7/12/2014,1797795000.00,7969525000.00,0.46,224020000.00,139488000.00,74366000.00,2347697000.00,NULL,1.76
AAP.N,4/19/2014,2001740000.00,7913074000.00,-1.85,232763000.00,147726000.00,72840000.00,2969499000.00,NULL,2.19
AAP.N,12/28/2013,1052668000.00,5564774000.00,17.39,81867000.00,49267000.00,72840000.00,1408813000.00,NULL,0.94
AAP.N,10/5/2013,604027000.00,4944699000.00,16.67,163142000.00,103830000.00,72819000.00,1520144000.00,NULL,2.12
AAP.N,7/13/2013,604117000.00,4852288000.00,15.28,187023000.00,116871000.00,72835000.00,1549553000.00,NULL,2.43
AAP.N,4/20/2013,604265000.00,4747485000.00,13.85,194366000.00,121790000.00,72958000.00,2015304000.00,NULL,2.60
AAP.N,12/29/2012,604461000.00,4613814000.00,15.06,105045000.00,65055000.00,73383000.00,1329201000.00,NULL,1.45
AAP.N,10/6/2012,599550000.00,4357206000.00,14.21,142624000.00,89503000.00,73366000.00,1457527000.00,NULL,2.10
AAP.N,7/14/2012,599696000.00,4169146000.00,13.00,161193000.00,99606000.00,73325000.00,1460983000.00,NULL,2.43
AAP.N,4/21/2012,599841000.00,4045112000.00,11.87,215212000.00,133506000.00,73443000.00,1957292000.00,NULL,3.47
AAP.N,12/31/2011,415136000.00,3655754000.00,10.17,107159000.00,66439000.00,72799000.00,1327572000.00,NULL,1.81
AAP.N,10/8/2011,599438000.00,3678068000.00,9.62,169056000.00,105553000.00,72443000.00,1464988000.00,NULL,2.90
AAP.N,7/16/2011,565420000.00,3603468000.00,9.52,180708000.00,113107000.00,74072000.00,1479839000.00,NULL,3.15
AAP.N,4/23/2011,430832000.00,3573383000.00,10.59,176313000.00,109583000.00,77855000.00,1898063000.00,NULL,3.16
AAP.N,1/1/2011,300851000.00,3354217000.00,11.95,77664000.00,48113000.00,81956000.00,1270130000.00,NULL,1.43
AAP.N,10/9/2010,301043000.00,3394325000.00,12.88,139927000.00,87598000.00,84016000.00,1406511000.00,NULL,2.61
AAPL.OQ,6/27/2020,94678000000.00,317344000000.00,4.22,13137000000.00,11253000000.00,17135756000.00,59685000000.00,4758000000.00,3.53
AAPL.OQ,3/28/2020,89715000000.00,320400000000.00,4.53,13135000000.00,11249000000.00,17295948000.00,58313000000.00,4565000000.00,3.40
AAPL.OQ,12/28/2019,93705000000.00,340618000000.00,5.10,25918000000.00,22236000000.00,17539836000.00,91819000000.00,4451000000.00,6.55
AAPL.OQ,9/28/2019,91807000000.00,338516000000.00,5.09,16127000000.00,13686000000.00,17772944000.00,64040000000.00,4110000000.00,4.14
AAPL.OQ,6/29/2019,84936000000.00,322239000000.00,5.32,11911000000.00,10044000000.00,18125580000.00,53809000000.00,4257000000.00,3.02
AAPL.OQ,3/30/2019,90201000000.00,341998000000.00,5.74,13793000000.00,11561000000.00,18429136000.00,58015000000.00,3948000000.00,3.23
AAPL.OQ,12/29/2018,92989000000.00,373719000000.00,6.23,23906000000.00,19965000000.00,18919212000.00,84310000000.00,3902000000.00,5.40
AAPL.OQ,9/29/2018,93735000000.00,365725000000.00,5.63,16421000000.00,13025000000.00,19019944000.00,62900000000.00,3750000000.00,3.64
AAPL.OQ,6/30/2018,97128000000.00,349197000000.00,5.93,13284000000.00,11519000000.00,19371668000.00,53265000000.00,3701000000.00,3.21
AAPL.OQ,3/31/2018,101362000000.00,367502000000.00,6.42,16168000000.00,13822000000.00,19773128000.00,61137000000.00,3378000000.00,3.57
AAPL.OQ,12/30/2017,103922000000.00,406794000000.00,6.50,27030000000.00,22665000000.00,20326604000.00,88293000000.00,3407000000.00,5.80
AAPL.OQ,9/30/2017,97207000000.00,375319000000.00,6.54,13917000000.00,10714000000.00,20504804000.00,52579000000.00,2997000000.00,2.97
AAPL.OQ,7/1/2017,89864000000.00,345173000000.00,6.01,11308000000.00,8717000000.00,20679128000.00,45408000000.00,2937000000.00,2.56
AAPL.OQ,4/1/2017,84531000000.00,334532000000.00,6.05,14684000000.00,11029000000.00,20823260000.00,52896000000.00,2776000000.00,3.31
AAPL.OQ,12/31/2016,73557000000.00,331141000000.00,5.90,24180000000.00,17891000000.00,21021692000.00,78351000000.00,2871000000.00,5.48
AAPL.OQ,9/24/2016,75427000000.00,321686000000.00,5.60,12188000000.00,9014000000.00,21344664000.00,46852000000.00,2570000000.00,2.87
AAPL.OQ,6/25/2016,68939000000.00,305602000000.00,5.46,10469000000.00,7796000000.00,21572660000.00,42358000000.00,2560000000.00,2.55
AAPL.OQ,3/26/2016,69374000000.00,305277000000.00,5.54,14142000000.00,10516000000.00,21913784000.00,50557000000.00,2511000000.00,3.51
AAPL.OQ,12/26/2015,53204000000.00,293284000000.00,5.37,24573000000.00,18361000000.00,22177948000.00,75872000000.00,2404000000.00,6.29
AAPL.OQ,9/26/2015,53329000000.00,290345000000.00,4.94,15062000000.00,11124000000.00,22315012000.00,51501000000.00,2220000000.00,3.95
AAPL.OQ,6/27/2015,47419000000.00,273151000000.00,5.12,14473000000.00,10677000000.00,22821600000.00,49605000000.00,2034000000.00,4.00
AAPL.OQ,3/28/2015,40072000000.00,261194000000.00,5.22,18564000000.00,13569000000.00,23049112000.00,58010000000.00,1918000000.00,5.19
AAPL.OQ,12/27/2014,32504000000.00,261894000000.00,4.91,24416000000.00,18024000000.00,23305676000.00,74599000000.00,1895000000.00,7.30
AAPL.OQ,9/27/2014,28987000000.00,231839000000.00,4.38,11472000000.00,8467000000.00,23464644000.00,42123000000.00,1686000000.00,3.73
AAPL.OQ,6/28/2014,29030000000.00,222520000000.00,4.79,10484000000.00,7748000000.00,23956684000.00,37432000000.00,1603000000.00,3.62
AAPL.OQ,3/29/2014,16962000000.00,205989000000.00,4.73,13818000000.00,10223000000.00,24128377430.00,45646000000.00,1422000000.00,4.74
AAPL.OQ,12/28/2013,16961000000.00,225184000000.00,4.94,17709000000.00,13072000000.00,24988016240.00,57594000000.00,1330000000.00,6.05
AAPL.OQ,9/28/2013,16960000000.00,207000000000.00,4.68,10143000000.00,7512000000.00,25177460450.00,37472000000.00,1168000000.00,3.69
AAPL.OQ,6/29/2013,16958000000.00,199856000000.00,4.62,9435000000.00,6900000000.00,25435867280.00,35323000000.00,1178000000.00,3.50
AAPL.OQ,3/30/2013,0.00,194743000000.00,4.94,12905000000.00,9547000000.00,26322105560.00,43603000000.00,1119000000.00,4.89
AAPL.OQ,12/29/2012,0.00,196088000000.00,4.62,17672000000.00,13078000000.00,26291244000.00,54512000000.00,1010000000.00,7.03
AAPL.OQ,9/29/2012,0.00,176064000000.00,4.29,10893000000.00,8223000000.00,26297824000.00,35966000000.00,906000000.00,4.85
AAPL.OQ,6/30/2012,0.00,162896000000.00,4.05,11861000000.00,8824000000.00,26243448000.00,35023000000.00,876000000.00,5.62
AAPL.OQ,3/31/2012,0.00,150934000000.00,3.73,15532000000.00,11622000000.00,26179496000.00,39186000000.00,841000000.00,8.03
AAPL.OQ,12/31/2011,0.00,138681000000.00,3.28,17477000000.00,13064000000.00,26101992000.00,46333000000.00,758000000.00,10.24
AAPL.OQ,9/24/2011,0.00,116371000000.00,2.77,8791000000.00,6623000000.00,26019756000.00,28270000000.00,645000000.00,5.94
AAPL.OQ,6/25/2011,0.00,106758000000.00,2.60,9551000000.00,7308000000.00,25953305810.00,28571000000.00,628000000.00,7.25
AAPL.OQ,3/26/2011,0.00,94904000000.00,2.33,7900000000.00,5987000000.00,25890874210.00,24667000000.00,581000000.00,6.59
AAPL.OQ,12/25/2010,0.00,86742000000.00,2.07,7963000000.00,6004000000.00,25788993300.00,26741000000.00,575000000.00,7.42
AAPL.OQ,9/25/2010,0.00,75183000000.00,1.82,5461000000.00,4308000000.00,25647160000.00,20343000000.00,494000000.00,6.16
ABBV.N,6/30/2020,82061000000.00,149530000000.00,-59.19,-693000000.00,-739000000.00,1764283130.00,10425000000.00,1582000000.00,-0.61
ABBV.N,3/31/2020,63284000000.00,91199000000.00,-27.89,3098000000.00,3010000000.00,1476674660.00,8619000000.00,1379000000.00,3.34
ABBV.N,12/31/2019,62975000000.00,89115000000.00,-28.69,3074000000.00,2801000000.00,1478911460.00,8704000000.00,1542000000.00,3.77
ABBV.N,9/30/2019,33126000000.00,59441000000.00,-28.94,2001000000.00,1884000000.00,1478782110.00,8479000000.00,1285000000.00,3.23
ABBV.N,6/30/2019,31619000000.00,57142000000.00,-30.21,807000000.00,741000000.00,1478370550.00,8255000000.00,1291000000.00,1.30
ABBV.N,3/31/2019,35066000000.00,56769000000.00,-29.95,2544000000.00,2456000000.00,1478237820.00,7828000000.00,1289000000.00,4.23
ABBV.N,12/31/2018,35002000000.00,59352000000.00,-30.66,-2373000000.00,-1740000000.00,1478824400.00,8305000000.00,1395000000.00,-2.77
ABBV.N,9/30/2018,36487000000.00,66164000000.00,-30.09,2761000000.00,2747000000.00,1504160310.00,8236000000.00,1268000000.00,4.30
ABBV.N,6/30/2018,30579000000.00,61641000000.00,-30.36,2012000000.00,1983000000.00,1514127910.00,8278000000.00,1322000000.00,3.03
ABBV.N,3/31/2018,30906000000.00,69342000000.00,-24.93,2797000000.00,2783000000.00,1586769970.00,7934000000.00,1244000000.00,3.97
ABBV.N,12/31/2017,30953000000.00,70786000000.00,-24.02,1193000000.00,452000000.00,1592131030.00,7739000000.00,1402000000.00,0.65
ABBV.N,9/30/2017,33974000000.00,68840000000.00,-23.32,2095000000.00,1631000000.00,1596123190.00,6995000000.00,1222000000.00,2.40
ABBV.N,6/30/2017,33817000000.00,66994000000.00,-23.85,2353000000.00,1915000000.00,1593720870.00,6944000000.00,1223000000.00,2.89
ABBV.N,3/31/2017,36526000000.00,65664000000.00,-24.58,2086000000.00,1711000000.00,1591365970.00,6538000000.00,1135000000.00,2.60
ABBV.N,12/31/2016,36440000000.00,66099000000.00,-24.91,1998000000.00,1391000000.00,1592512720.00,6796000000.00,1190000000.00,2.10
ABBV.N,9/30/2016,37284000000.00,66626000000.00,-23.57,2014000000.00,1598000000.00,1624907590.00,6432000000.00,1106000000.00,2.39
ABBV.N,6/30/2016,37328000000.00,67211000000.00,-24.14,2096000000.00,1610000000.00,1628542360.00,6452000000.00,1124000000.00,2.66
ABBV.N,3/31/2016,29490000000.00,53720000000.00,-17.40,1776000000.00,1354000000.00,1617358610.00,5958000000.00,946000000.00,2.54
ABBV.N,12/31/2015,29240000000.00,53050000000.00,-17.97,1924000000.00,1517000000.00,1609892940.00,6400000000.00,891000000.00,2.81
ABBV.N,9/30/2015,31359000000.00,54832000000.00,-17.25,1647000000.00,1239000000.00,1634746920.00,5944000000.00,1418000000.00,2.28
ABBV.N,6/30/2015,27116000000.00,53855000000.00,-16.70,1678000000.00,1366000000.00,1655276340.00,5475000000.00,981000000.00,3.39
ABBV.N,3/31/2015,10683000000.00,26699000000.00,-3.54,1396000000.00,1022000000.00,1593076100.00,5040000000.00,811000000.00,3.77
ABBV.N,12/31/2014,10538000000.00,27513000000.00,-3.54,-1037000000.00,-810000000.00,1591389330.00,5452000000.00,879000000.00,-2.89
ABBV.N,9/30/2014,14469000000.00,28454000000.00,-1.82,687000000.00,506000000.00,1593265380.00,5019000000.00,812000000.00,1.76
ABBV.N,6/30/2014,14470000000.00,29045000000.00,-1.71,1433000000.00,1098000000.00,1591699120.00,4926000000.00,834000000.00,3.81
ABBV.N,3/31/2014,14386000000.00,28657000000.00,-2.12,1286000000.00,980000000.00,1590066460.00,4563000000.00,772000000.00,3.39
ABBV.N,12/31/2013,14292000000.00,29198000000.00,-2.32,1439000000.00,1128000000.00,1587360560.00,5111000000.00,783000000.00,3.93
ABBV.N,9/30/2013,14375000000.00,28252000000.00,-2.91,1286000000.00,964000000.00,1587761680.00,4658000000.00,714000000.00,3.43
ABBV.N,6/30/2013,14326000000.00,27910000000.00,-2.94,1368000000.00,1068000000.00,1585428720.00,4692000000.00,709000000.00,3.88
ABBV.N,3/31/2013,14601000000.00,27169000000.00,-3.32,1239000000.00,968000000.00,1583729110.00,4329000000.00,634000000.00,3.57
ABBV.N,12/31/2012,14630000000.00,27008000000.00,-3.23,1713000000.00,1540000000.00,1577334090.00,5206000000.00,498000000.00,6.19
ABBV.N,9/30/2012,0.00,22729979000.00,4.52,1604000000.00,1585000000.00,1580668000.00,4508000000.00,813000000.00,7.84
ABBV.N,6/30/2012,0.00,17709554000.00,1.89,1402000000.00,1267000000.00,1580668000.00,4493000000.00,642000000.00,6.91
ABBV.N,3/31/2012,0.00,18961563000.00,1.99,1006000000.00,883000000.00,1580668000.00,4173000000.00,642000000.00,4.59
ABBV.N,12/31/2011,32000000.00,19521000000.00,1.85,1357900000.00,1157563000.00,1580668000.00,4864063000.00,724129000.00,NULL
ABBV.N,9/30/2011,NULL,NULL,NULL,71573000.00,12335000.00,NULL,4408681000.00,665521000.00,NULL
ABBV.N,6/30/2011,NULL,NULL,NULL,1380732000.00,1540031000.00,NULL,4274445000.00,589759000.00,NULL
ABBV.N,3/31/2011,NULL,NULL,NULL,858322000.00,723199000.00,NULL,3896762000.00,569097000.00,NULL
ABBV.N,12/31/2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABBV.N,9/30/2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABC.N,6/30/2020,3620641000.00,40789703000.00,-23.33,343835000.00,287268000.00,203961410.00,45366777000.00,NULL,0.69
ABC.N,3/31/2020,3622387000.00,42042262000.00,-24.83,276203000.00,971111000.00,203351730.00,47417639000.00,NULL,2.37
ABC.N,12/31/2019,3636114000.00,40016738000.00,-28.63,229588000.00,186568000.00,205778200.00,47864742000.00,NULL,0.47
ABC.N,9/30/2019,4354398000.00,39171980000.00,-29.61,144651000.00,132307000.00,206760650.00,45637802000.00,NULL,0.34
ABC.N,6/30/2019,4339929000.00,38478538000.00,-29.02,371115000.00,302002000.00,208379920.00,45239265000.00,NULL,0.78
ABC.N,3/31/2019,4359900000.00,38810310000.00,-29.19,18784000.00,28073000.00,210167490.00,43319602000.00,NULL,0.07
