"","Company","debt","assets","bps","ni_bef_tax","ni_aft_tax","shares_out","revenue","rnd","roa","Year","esg_score","esg_comb_score","esgc_score","Quarter_year","Price","Date","Sector","nips","ltda","rdps","weights_sum","primary_csr_score","weights_sum_sec","secondary_csr_score"
"1","A.N",1.799e+09,8.541e+09,3.47,2.44e+08,2.14e+08,3.18e+08,1.294e+09,1.04e+08,2.53,2018,87.85535383,87.85535383,100,2018.4,67.46,2018-10-31,"Healthcare",0.672955974842767,0.210631073644772,0.327044025157233,0.84,84.8363622220833,0.16,92.77456647
"2","A.N",1.799e+09,8.349e+09,3.5,2.42e+08,2.36e+08,3.19e+08,1.203e+09,9.7e+07,2.75,2018,87.85535383,87.85535383,100,2018.3,70.54,2018-07-31,"Healthcare",0.739811912225705,0.215474907174512,0.304075235109718,0.84,84.8363622220833,0.16,92.77456647
"3","A.N",1.8e+09,8.784e+09,5.22,2.27e+08,2.05e+08,3.22e+08,1.206e+09,9.2e+07,2.35,2018,87.85535383,87.85535383,100,2018.2,61.84,2018-04-30,"Healthcare",0.636645962732919,0.204918032786885,0.285714285714286,0.84,84.8363622220833,0.16,92.77456647
"4","A.N",1.8e+09,8.698e+09,4.79,2.33e+08,2.13e+08,322963000,1.211e+09,9.3e+07,2.49,2018,87.85535383,87.85535383,100,2018.1,66.9,2018-01-31,"Healthcare",0.659518272991024,0.206944125086227,0.287958682573546,0.84,84.8363622220833,0.16,92.77456647
"5","A.N",1.801e+09,8.426e+09,5.79,2.26e+08,1.77e+08,3.22e+08,1.189e+09,9.1e+07,2.12,2017,86.63413562,86.63413562,100,2017.4,66.97,2017-10-31,"Healthcare",0.549689440993789,0.213743175884168,0.282608695652174,0.84,83.3955625473214,0.16,93
"6","A.N",1.801e+09,8.261e+09,5.03,1.93e+08,1.75e+08,3.22e+08,1.114e+09,8.7e+07,2.15,2017,86.63413562,86.63413562,100,2017.3,64.2,2017-07-31,"Healthcare",0.543478260869565,0.218012347173466,0.270186335403727,0.84,83.3955625473214,0.16,93
"7","A.N",1.802e+09,8.016e+09,4.46,1.91e+08,1.64e+08,3.21e+08,1.102e+09,8.4e+07,2.06,2017,86.63413562,86.63413562,100,2017.2,59.31,2017-04-30,"Healthcare",0.510903426791277,0.224800399201597,0.261682242990654,0.84,83.3955625473214,0.16,93
"8","A.N",1.802e+09,7.872e+09,4.11,1.93e+08,1.68e+08,3.22e+08,1.067e+09,7.9e+07,2.14,2017,86.63413562,86.63413562,100,2017.1,52.87,2017-01-31,"Healthcare",0.521739130434783,0.228912601626016,0.245341614906832,0.84,83.3955625473214,0.16,93
"9","A.N",1.904e+09,7.794e+09,4.04,1.51e+08,1.26e+08,3.24e+08,1.111e+09,8.4e+07,1.62,2016,88.3765551,88.3765551,100,2016.4,45.56,2016-10-31,"Healthcare",0.388888888888889,0.2442904798563,0.259259259259259,0.84,84.9049347658333,0.16,90.87591241
"10","A.N",1.652e+09,7.734e+09,4.25,1.34e+08,1.24e+08,3.24e+08,1.044e+09,8.6e+07,1.61,2016,88.3765551,88.3765551,100,2016.3,47.09,2016-07-31,"Healthcare",0.382716049382716,0.213602275665891,0.265432098765432,0.84,84.9049347658333,0.16,90.87591241
"11","A.N",1.654e+09,7.64e+09,3.43,1.17e+08,9.1e+07,3.25e+08,1.019e+09,8.1e+07,1.22,2016,88.3765551,88.3765551,100,2016.2,44.36,2016-04-30,"Healthcare",0.28,0.216492146596859,0.249230769230769,0.84,84.9049347658333,0.16,90.87591241
"12","A.N",1.653e+09,7.302e+09,3.21,1.42e+08,1.21e+08,3.28e+08,1.028e+09,7.8e+07,1.64,2016,88.3765551,88.3765551,100,2016.1,39.85,2016-01-31,"Healthcare",0.36890243902439,0.226376335250616,0.23780487804878,0.84,84.9049347658333,0.16,90.87591241
"13","A.N",1.655e+09,7.479e+09,4.08,1.43e+08,1.43e+08,3.32e+08,1.035e+09,7.8e+07,1.94,2015,78.47707115,78.47707115,100,2015.4,41.81,2015-10-31,"Healthcare",0.430722891566265,0.221286268217676,0.234939759036145,0.84,75.6082600920833,0.16,88.58695652
"14","A.N",1.655e+09,7.251e+09,3.77,1.28e+08,1.13e+08,3.32e+08,1.014e+09,7.9e+07,1.54,2015,78.47707115,78.47707115,100,2015.3,34.33,2015-07-31,"Healthcare",0.340361445783133,0.228244380085505,0.237951807228916,0.84,75.6082600920833,0.16,88.58695652
"15","A.N",1.656e+09,7.412e+09,3.91,9.6e+07,9.2e+07,3.33e+08,9.63e+08,8.1e+07,1.23,2015,78.47707115,78.47707115,100,2015.2,38.58,2015-04-30,"Healthcare",0.276276276276276,0.223421478683216,0.243243243243243,0.84,75.6082600920833,0.16,88.58695652
"16","A.N",1.658e+09,7.519e+09,3.95,1.13e+08,9.3e+07,3.36e+08,1.026e+09,8.8e+07,1.01,2015,78.47707115,78.47707115,100,2015.1,41.55,2015-01-31,"Healthcare",0.276785714285714,0.22050804628275,0.261904761904762,0.84,75.6082600920833,0.16,88.58695652
"17","A.N",1.663e+09,1.0815e+10,6.4,-2.2e+07,8e+06,3.35e+08,1.043e+09,9.1e+07,0.08,2014,83.33390557,83.33390557,95.23809524,2014.4,40.94,2014-10-31,"Healthcare",0.0238805970149254,0.153767914932963,0.271641791044776,0.84,79.8772853652381,0.16,86.71875
"18","A.N",2.181e+09,1.038e+10,5.61,8.5e+07,6.3e+07,3.33e+08,1.009e+09,8.6e+07,0.59,2014,83.33390557,83.33390557,95.23809524,2014.3,40.74565726,2014-07-31,"Healthcare",0.189189189189189,0.210115606936416,0.258258258258258,0.84,79.8772853652381,0.16,86.71875
"19","A.N",2.693e+09,1.1026e+10,5.21,6.9e+07,4e+07,3.33e+08,9.88e+08,8.7e+07,0.37,2014,83.33390557,83.33390557,95.23809524,2014.2,41.07459728,2014-04-30,"Healthcare",0.12012012012012,0.244240885180483,0.261261261261261,0.84,79.8772853652381,0.16,86.71875
"20","A.N",2.695e+09,1.0638e+10,4.69,9.7e+07,1.21e+08,3.34e+08,1.008e+09,8.8e+07,1.13,2014,83.33390557,83.33390557,95.23809524,2014.1,39.98766504,2014-01-31,"Healthcare",0.362275449101796,0.253337093438616,0.263473053892216,0.84,79.8772853652381,0.16,86.71875
"21","A.N",2.699e+09,1.0686e+10,3.97,2.54e+08,2.11e+08,3.33e+08,1.718e+09,1.73e+08,-2.75,2013,76.80582065,76.80582065,100,2013.4,40.89582553,2013-10-31,"Healthcare",0.633633633633634,0.252573460602658,0.519519519519519,0.84,72.9351629021429,0.16,92.96875
"22","A.N",2.701e+09,1.0278e+10,2.56,2.12e+08,1.68e+08,3.31e+08,1.652e+09,1.7e+08,1.61,2013,76.80582065,76.80582065,100,2013.3,36.64820875,2013-07-31,"Healthcare",0.507552870090634,0.262794317960693,0.513595166163142,0.84,72.9351629021429,0.16,92.96875
"23","A.N",2.106e+09,1.0587e+10,3.78,1.98e+08,1.66e+08,3.45e+08,1.732e+09,1.73e+08,1.56,2013,76.80582065,76.80582065,100,2013.2,30.57712012,2013-04-30,"Healthcare",0.481159420289855,0.198923207707566,0.501449275362319,0.84,72.9351629021429,0.16,92.96875
"24","A.N",2.111e+09,1.0653e+10,3.48,1.95e+08,1.79e+08,3.47e+08,1.68e+09,1.79e+08,1.69,2013,76.80582065,76.80582065,100,2013.1,30.01220139,2013-01-31,"Healthcare",0.515850144092219,0.198160142682812,0.515850144092219,0.84,72.9351629021429,0.16,92.96875
"25","A.N",2.112e+09,1.0536e+10,3.1,2.56e+08,4.25e+08,3.46e+08,1.767e+09,1.78e+08,4.19,2012,77.15158176,77.15158176,100,2012.4,29.27566178,2012-10-31,"Healthcare",1.22832369942197,0.200455580865604,0.514450867052023,0.84,73.8984997241072,0.16,94.53125
"26","A.N",1.714e+09,9.757e+09,2.4,2.38e+08,2.43e+08,348443140,1.723e+09,1.62e+08,2.54,2012,77.15158176,77.15158176,100,2012.3,27.49509515,2012-07-31,"Healthcare",0.697387814838312,0.175668750640566,0.464925209892208,0.84,73.8984997241072,0.16,94.53125
"27","A.N",1.926e+09,9.413e+09,7.86,2.93e+08,2.55e+08,347500870,1.733e+09,1.66e+08,2.75,2012,77.15158176,77.15158176,100,2012.2,28.06001388,2012-04-30,"Healthcare",0.733811112472898,0.204610644852863,0.477696645766671,0.84,73.8984997241072,0.16,94.53125
"28","A.N",1.929e+09,9.099e+09,7.15,2.56e+08,2.3e+08,347625240,1.635e+09,1.62e+08,2.53,2012,77.15158176,77.15158176,100,2012.1,31.82852237,2012-01-31,"Healthcare",0.661632049502504,0.212001318826245,0.466019095736547,0.84,73.8984997241072,0.16,94.53125
"29","A.N",1.932e+09,9.057e+09,6.66,2.93e+08,2.89e+08,3.47e+08,1.728e+09,1.63e+08,3.25,2011,77.89634322,77.89634322,89.28571429,2011.4,24.97798891,2011-10-31,"Healthcare",0.832853025936599,0.21331566743955,0.469740634005764,0.84,74.8496202747024,0.16,91.40625
"30","A.N",2.168e+09,8.753e+09,6.2,2.81e+08,3.3e+08,3.47e+08,1.691e+09,1.62e+08,3.79,2011,77.89634322,77.89634322,89.28571429,2011.3,22.34646875,2011-07-31,"Healthcare",0.951008645533141,0.247686507483149,0.46685878962536,0.84,74.8496202747024,0.16,91.40625
"31","A.N",2.144e+09,8.649e+09,5.47,2.6e+08,2e+08,3.48e+08,1.677e+09,1.65e+08,2.4,2011,77.89634322,77.89634322,89.28571429,2011.2,36.54809657,2011-04-30,"Healthcare",0.574712643678161,0.247889929471615,0.474137931034483,0.84,74.8496202747024,0.16,91.40625
"32","A.N",2.138e+09,8.044e+09,4.11,1.98e+08,1.93e+08,345122160,1.519e+09,1.59e+08,2.18,2011,77.89634322,77.89634322,89.28571429,2011.1,32.02159586,2011-01-31,"Healthcare",0.559222276541153,0.265788165091994,0.460706435077945,0.84,74.8496202747024,0.16,91.40625
"33","A.N",2.19e+09,9.696e+09,3.69,2.43e+08,2.92e+08,3.46e+08,1.576e+09,1.58e+08,3.11,2010,75.02176947,75.02176947,100,2010.4,29.62605441,2010-10-31,"Healthcare",0.84393063583815,0.225866336633663,0.456647398843931,0.84,71.6935382057143,0.16,91.79104478
"34","AAPL.OQ",9.2989e+10,3.73719e+11,6.23,2.3906e+10,1.9965e+10,18919212000,8.431e+10,3.902e+09,5.4,2018,70.79169865,37.31892625,3.846153846,2018.4,39.435,2018-12-29,"Technology Equipment",1.05527650940219,0.248820637965958,0.206245376393055,0.64,72.6509274609375,0.36,80.7392005795833
"35","AAPL.OQ",9.3735e+10,3.65725e+11,5.63,1.6421e+10,1.3025e+10,19019944000,6.29e+10,3.75e+09,3.64,2018,70.79169865,37.31892625,3.846153846,2018.3,56.435,2018-09-29,"Technology Equipment",0.684807484186073,0.256299131861371,0.19716146377718,0.64,72.6509274609375,0.36,80.7392005795833
"36","AAPL.OQ",9.7128e+10,3.49197e+11,5.93,1.3284e+10,1.1519e+10,19371668000,5.3265e+10,3.701e+09,3.21,2018,70.79169865,37.31892625,3.846153846,2018.2,46.2775,2018-06-30,"Technology Equipment",0.594631293495222,0.278146719473535,0.191052210888603,0.64,72.6509274609375,0.36,80.7392005795833
"37","AAPL.OQ",1.01362e+11,3.67502e+11,6.42,1.6168e+10,1.3822e+10,19773128000,6.1137e+10,3.378e+09,3.57,2018,70.79169865,37.31892625,3.846153846,2018.1,41.945,2018-03-31,"Technology Equipment",0.699029511162827,0.275813464960735,0.170837916995227,0.64,72.6509274609375,0.36,80.7392005795833
"38","AAPL.OQ",1.03922e+11,4.06794e+11,6.5,2.703e+10,2.2665e+10,20326604000,8.8293e+10,3.407e+09,5.8,2017,72.12628364,42.88132364,13.63636364,2017.4,42.3075,2017-12-30,"Technology Equipment",1.11504115493173,0.255465911493287,0.167612848658832,0.64,76.0569526823437,0.36,81.4978958298611
"39","AAPL.OQ",9.7207e+10,3.75319e+11,6.54,1.3917e+10,1.0714e+10,20504804000,5.2579e+10,2.997e+09,2.97,2017,72.12628364,42.88132364,13.63636364,2017.3,38.53,2017-09-30,"Technology Equipment",0.522511700184991,0.258998345407507,0.146160870398956,0.64,76.0569526823437,0.36,81.4978958298611
"40","AAPL.OQ",8.9864e+10,3.45173e+11,6.01,1.1308e+10,8.717e+09,20679128000,4.5408e+10,2.937e+09,2.56,2017,72.12628364,42.88132364,13.63636364,2017.3,38.53,2017-07-01,"Technology Equipment",0.421536149880208,0.260344812601217,0.142027265366315,0.64,76.0569526823437,0.36,81.4978958298611
"41","AAPL.OQ",8.4531e+10,3.34532e+11,6.05,1.4684e+10,1.1029e+10,20823260000,5.2896e+10,2.776e+09,3.31,2017,72.12628364,42.88132364,13.63636364,2017.2,36.005,2017-04-01,"Technology Equipment",0.529648095447111,0.252684347087872,0.133312459240292,0.64,76.0569526823437,0.36,81.4978958298611
"42","AAPL.OQ",7.3557e+10,3.31141e+11,5.9,2.418e+10,1.7891e+10,21021692000,7.8351e+10,2.871e+09,5.48,2016,65.35173246,40.17586623,15,2016.4,28.955,2016-12-31,"Technology Equipment",0.851073262799208,0.222131961913505,0.136573212089683,0.64,69.1238773842187,0.36,77.2266582702778
"43","AAPL.OQ",7.5427e+10,3.21686e+11,5.6,1.2188e+10,9.014e+09,21344664000,4.6852e+10,2.57e+09,2.87,2016,65.35173246,40.17586623,15,2016.3,28.2625,2016-09-24,"Technology Equipment",0.422306952220002,0.234473990164322,0.1204048000006,0.64,69.1238773842187,0.36,77.2266582702778
"44","AAPL.OQ",6.8939e+10,3.05602e+11,5.46,1.0469e+10,7.796e+09,21572660000,4.2358e+10,2.56e+09,2.55,2016,65.35173246,40.17586623,15,2016.2,23.9,2016-06-25,"Technology Equipment",0.361383343546878,0.225584256647535,0.118668722355055,0.64,69.1238773842187,0.36,77.2266582702778
"45","AAPL.OQ",6.9374e+10,3.05277e+11,5.54,1.4142e+10,1.0516e+10,21913784000,5.0557e+10,2.511e+09,3.51,2016,65.35173246,40.17586623,15,2016.1,27.2475,2016-03-26,"Technology Equipment",0.47988060847912,0.227249350589792,0.114585413454837,0.64,69.1238773842187,0.36,77.2266582702778
"46","AAPL.OQ",5.3204e+10,2.93284e+11,5.37,2.4573e+10,1.8361e+10,22177948000,7.5872e+10,2.404e+09,6.29,2015,56.49059521,31.37029761,6.25,2015.4,26.315,2015-12-26,"Technology Equipment",0.82789444722298,0.181407782217918,0.108395961610154,0.64,61.9205608657812,0.36,69.4399357409722
"47","AAPL.OQ",5.3329e+10,2.90345e+11,4.94,1.5062e+10,1.1124e+10,22315012000,5.1501e+10,2.22e+09,3.95,2015,56.49059521,31.37029761,6.25,2015.3,27.575,2015-09-26,"Technology Equipment",0.498498499575084,0.183674594017462,0.0994845980813275,0.64,61.9205608657812,0.36,69.4399357409722
"48","AAPL.OQ",4.7419e+10,2.73151e+11,5.12,1.4473e+10,1.0677e+10,22821600000,4.9605e+10,2.034e+09,4,2015,56.49059521,31.37029761,6.25,2015.2,31.35625,2015-06-27,"Technology Equipment",0.467846250920181,0.173599950210689,0.0891260910716164,0.64,61.9205608657812,0.36,69.4399357409722
"49","AAPL.OQ",4.0072e+10,2.61194e+11,5.22,1.8564e+10,1.3569e+10,23049112000,5.801e+10,1.918e+09,5.19,2015,56.49059521,31.37029761,6.25,2015.1,31.1075,2015-03-28,"Technology Equipment",0.588699469202978,0.153418531819261,0.0832136179476242,0.64,61.9205608657812,0.36,69.4399357409722
"50","AAPL.OQ",3.2504e+10,2.61894e+11,4.91,2.4416e+10,1.8024e+10,23305676000,7.4599e+10,1.895e+09,7.3,2014,56.71773839,29.92136919,3.125,2014.4,27.595,2014-12-27,"Technology Equipment",0.773373833910675,0.124111281663574,0.0813106644063875,0.64,56.4472803170625,0.36,71.6196541798611
"51","AAPL.OQ",2.8987e+10,2.31839e+11,4.38,1.1472e+10,8.467e+09,23464644000,4.2123e+10,1.686e+09,3.73,2014,56.71773839,29.92136919,3.125,2014.3,25.1875,2014-09-27,"Technology Equipment",0.360840761104238,0.125030732534216,0.0718527841291775,0.64,56.4472803170625,0.36,71.6196541798611
"52","AAPL.OQ",2.903e+10,2.2252e+11,4.79,1.0484e+10,7.748e+09,23956684000,3.7432e+10,1.603e+09,3.62,2014,56.71773839,29.92136919,3.125,2014.2,23.2325,2014-06-28,"Technology Equipment",0.323417047200689,0.130460183354305,0.0669124324551762,0.64,56.4472803170625,0.36,71.6196541798611
"53","AAPL.OQ",1.6962e+10,2.05989e+11,4.73,1.3818e+10,1.0223e+10,24128377430,4.5646e+10,1.422e+09,4.74,2014,56.71773839,29.92136919,3.125,2014.1,19.16926655,2014-03-29,"Technology Equipment",0.423691979688996,0.082344202845783,0.0589347544867214,0.64,56.4472803170625,0.36,71.6196541798611
"54","AAPL.OQ",1.6961e+10,2.25184e+11,4.94,1.7709e+10,1.3072e+10,24988016240,5.7594e+10,1.33e+09,6.05,2013,60.14269708,31.85706283,3.571428571,2013.4,20.03962282,2013-12-28,"Technology Equipment",0.523130762940468,0.0753206266875089,0.0532255136712685,0.64,51.4071468160781,0.36,71.3504642781945
"55","AAPL.OQ",1.696e+10,2.07e+11,4.68,1.0143e+10,7.512e+09,25177460450,3.7472e+10,1.168e+09,3.69,2013,60.14269708,31.85706283,3.571428571,2013.3,17.02676869,2013-09-28,"Technology Equipment",0.298362101091097,0.0819323671497584,0.0463906994241748,0.64,51.4071468160781,0.36,71.3504642781945
"56","AAPL.OQ",1.6958e+10,1.99856e+11,4.62,9.435e+09,6.9e+09,25435867280,3.5323e+10,1.178e+09,3.5,2013,60.14269708,31.85706283,3.571428571,2013.2,14.14570014,2013-06-29,"Technology Equipment",0.271270482898981,0.0848510927868065,0.0463125549065217,0.64,51.4071468160781,0.36,71.3504642781945
"57","AAPL.OQ",0,1.94743e+11,4.94,1.2905e+10,9.547e+09,26322105560,4.3603e+10,1.119e+09,4.89,2013,60.14269708,31.85706283,3.571428571,2013.1,15.80819848,2013-03-30,"Technology Equipment",0.362698948161197,0,0.0425117966892615,0.64,51.4071468160781,0.36,71.3504642781945
"58","AAPL.OQ",0,1.96088e+11,4.62,1.7672e+10,1.3078e+10,26291244000,5.4512e+10,1.01e+09,7.03,2012,56.63912552,29.98622943,3.333333333,2012.4,19.03676668,2012-12-29,"Technology Equipment",0.49742796499093,0,0.0384158315217036,0.64,51.8295425505,0.36,59.31650559875
"59","AAPL.OQ",0,1.76064e+11,4.29,1.0893e+10,8.223e+09,26297824000,3.5966e+10,9.06e+08,4.85,2012,56.63912552,29.98622943,3.333333333,2012.3,23.83069046,2012-09-29,"Technology Equipment",0.312687467982142,0,0.0344515196390393,0.64,51.8295425505,0.36,59.31650559875
"60","AAPL.OQ",0,1.62896e+11,4.05,1.1861e+10,8.824e+09,26243448000,3.5023e+10,8.76e+08,5.62,2012,56.63912552,29.98622943,3.333333333,2012.2,20.857122,2012-06-30,"Technology Equipment",0.336236305534242,0,0.0333797601595644,0.64,51.8295425505,0.36,59.31650559875
"61","AAPL.OQ",0,1.50934e+11,3.73,1.5532e+10,1.1622e+10,26179496000,3.9186e+10,8.41e+08,8.03,2012,56.63912552,29.98622943,3.333333333,2012.1,21.40962145,2012-03-31,"Technology Equipment",0.443935207919969,0,0.0321243770315517,0.64,51.8295425505,0.36,59.31650559875
"62","AAPL.OQ",0,1.38681e+11,3.28,1.7477e+10,1.3064e+10,26101992000,4.6333e+10,7.58e+08,10.24,2011,52.53575479,27.73846563,2.941176471,2011.4,14.46427125,2011-12-31,"Technology Equipment",0.500498199524389,0,0.0290399292130654,0.64,53.4534373438437,0.36,46.2292306526944
"63","AAPL.OQ",0,1.16371e+11,2.77,8.791e+09,6.623e+09,26019756000,2.827e+10,6.45e+08,5.94,2011,52.53575479,27.73846563,2.941176471,2011.3,13.61355782,2011-09-24,"Technology Equipment",0.254537359996766,0,0.0247888565903539,0.64,53.4534373438437,0.36,46.2292306526944
"64","AAPL.OQ",0,1.06758e+11,2.6,9.551e+09,7.308e+09,25953305810,2.8571e+10,6.28e+08,7.25,2011,52.53575479,27.73846563,2.941176471,2011.2,11.9882023,2011-06-25,"Technology Equipment",0.281582625870504,0,0.0241973028252157,0.64,53.4534373438437,0.36,46.2292306526944
"65","AAPL.OQ",0,9.4904e+10,2.33,7.9e+09,5.987e+09,25890874210,2.4667e+10,5.81e+08,6.59,2011,52.53575479,27.73846563,2.941176471,2011.1,12.44463041,2011-03-26,"Technology Equipment",0.231239777824404,0,0.0224403392209753,0.64,53.4534373438437,0.36,46.2292306526944
"66","AAPL.OQ",0,8.6742e+10,2.07,7.963e+09,6.004e+09,25788993300,2.6741e+10,5.75e+08,7.42,2010,59.98515844,31.46316745,2.941176471,2010.4,11.51998848,2010-12-25,"Technology Equipment",0.232812499897001,0,0.0222963336843397,0.64,57.8930390645625,0.36,63.3688916843056
"67","AAPL.OQ",0,7.5183e+10,1.82,5.461e+09,4.308e+09,25647160000,2.0343e+10,4.94e+08,6.16,2010,59.98515844,31.46316745,2.941176471,2010.3,10.13391844,2010-09-25,"Technology Equipment",0.167971814423117,0,0.0192613919046007,0.64,57.8930390645625,0.36,63.3688916843056
"68","ABBV.N",3.5002e+10,5.9352e+10,-30.66,-2.373e+09,-1.74e+09,1478824400,8.305e+09,1.395e+09,-2.77,2018,75.92369073,46.2951787,16.66666667,2018.4,92.19,2018-12-31,"Healthcare",-1.17661028584597,0.589735813451948,0.943316867100651,0.84,64.7778377988095,0.16,96.21212121
"69","ABBV.N",3.6487e+10,6.6164e+10,-30.09,2.761e+09,2.747e+09,1504160310,8.236e+09,1.268e+09,4.3,2018,75.92369073,46.2951787,16.66666667,2018.3,94.58,2018-09-30,"Healthcare",1.82626810569147,0.551463031255668,0.842995252281321,0.84,64.7778377988095,0.16,96.21212121
"70","ABBV.N",3.0579e+10,6.1641e+10,-30.36,2.012e+09,1.983e+09,1514127910,8.278e+09,1.322e+09,3.03,2018,75.92369073,46.2951787,16.66666667,2018.2,92.65,2018-06-30,"Healthcare",1.309664782548,0.496082153112377,0.873109855031997,0.84,64.7778377988095,0.16,96.21212121
"71","ABBV.N",3.0906e+10,6.9342e+10,-24.93,2.797e+09,2.783e+09,1586769970,7.934e+09,1.244e+09,3.97,2018,75.92369073,46.2951787,16.66666667,2018.1,94.65,2018-03-31,"Healthcare",1.75387740669178,0.445703902396816,0.783982570580158,0.84,64.7778377988095,0.16,96.21212121
"72","ABBV.N",3.0953e+10,7.0786e+10,-24.02,1.193e+09,4.52e+08,1592131030,7.739e+09,1.402e+09,0.65,2017,80.31932441,80.31932441,88.37209302,2017.4,96.71,2017-12-31,"Healthcare",0.283896231832125,0.437275732489475,0.88058078988637,0.84,70.157030004881,0.16,93.03030303
"73","ABBV.N",3.3974e+10,6.884e+10,-23.32,2.095e+09,1.631e+09,1596123190,6.995e+09,1.222e+09,2.4,2017,80.31932441,80.31932441,88.37209302,2017.3,88.86,2017-09-30,"Healthcare",1.02185095124143,0.493521208599651,0.76560506585961,0.84,70.157030004881,0.16,93.03030303
"74","ABBV.N",3.3817e+10,6.6994e+10,-23.85,2.353e+09,1.915e+09,1593720870,6.944e+09,1.223e+09,2.89,2017,80.31932441,80.31932441,88.37209302,2017.2,72.51,2017-06-30,"Healthcare",1.20159058969969,0.504776547153476,0.767386575040584,0.84,70.157030004881,0.16,93.03030303
"75","ABBV.N",3.6526e+10,6.5664e+10,-24.58,2.086e+09,1.711e+09,1591365970,6.538e+09,1.135e+09,2.6,2017,80.31932441,80.31932441,88.37209302,2017.1,65.16,2017-03-31,"Healthcare",1.07517694374224,0.556256091617934,0.71322374701779,0.84,70.157030004881,0.16,93.03030303
"76","ABBV.N",3.644e+10,6.6099e+10,-24.91,1.998e+09,1.391e+09,1592512720,6.796e+09,1.19e+09,2.1,2016,75.80193193,75.80193193,93.18181818,2016.4,62.62,2016-12-31,"Healthcare",0.873462411025514,0.551294270715139,0.747246778663093,0.84,65.7906247502381,0.16,94.04761905
"77","ABBV.N",3.7284e+10,6.6626e+10,-23.57,2.014e+09,1.598e+09,1624907590,6.432e+09,1.106e+09,2.39,2016,75.80193193,75.80193193,93.18181818,2016.3,63.07,2016-09-30,"Healthcare",0.983440541378725,0.559601356827665,0.680654091842848,0.84,65.7906247502381,0.16,94.04761905
"78","ABBV.N",3.7328e+10,6.7211e+10,-24.14,2.096e+09,1.61e+09,1628542360,6.452e+09,1.124e+09,2.66,2016,75.80193193,75.80193193,93.18181818,2016.2,61.91,2016-06-30,"Healthcare",0.988614137123212,0.55538527919537,0.690187757842541,0.84,65.7906247502381,0.16,94.04761905
"79","ABBV.N",2.949e+10,5.372e+10,-17.4,1.776e+09,1.354e+09,1617358610,5.958e+09,9.46e+08,2.54,2016,75.80193193,75.80193193,93.18181818,2016.1,57.12,2016-03-31,"Healthcare",0.837167460344493,0.548957557706627,0.584904296518383,0.84,65.7906247502381,0.16,94.04761905
"80","ABBV.N",2.924e+10,5.305e+10,-17.97,1.924e+09,1.517e+09,1609892940,6.4e+09,8.91e+08,2.81,2015,67.51599523,67.51599523,100,2015.4,59.24,2015-12-31,"Healthcare",0.942298684780865,0.551178133836004,0.553452951970831,0.84,58.2478156182143,0.16,87.05357143
"81","ABBV.N",3.1359e+10,5.4832e+10,-17.25,1.647e+09,1.239e+09,1634746920,5.944e+09,1.418e+09,2.28,2015,67.51599523,67.51599523,100,2015.3,54.41,2015-09-30,"Healthcare",0.757915482110222,0.571910563174788,0.86741255337554,0.84,58.2478156182143,0.16,87.05357143
"82","ABBV.N",2.7116e+10,5.3855e+10,-16.7,1.678e+09,1.366e+09,1655276340,5.475e+09,9.81e+08,3.39,2015,67.51599523,67.51599523,100,2015.2,67.19,2015-06-30,"Healthcare",0.825239850887979,0.503500139262835,0.592650288229215,0.84,58.2478156182143,0.16,87.05357143
"83","ABBV.N",1.0683e+10,2.6699e+10,-3.54,1.396e+09,1.022e+09,1593076100,5.04e+09,8.11e+08,3.77,2015,67.51599523,67.51599523,100,2015.1,58.54,2015-03-31,"Healthcare",0.641526164380973,0.400127345593468,0.509078003241653,0.84,58.2478156182143,0.16,87.05357143
"84","ABBV.N",1.0538e+10,2.7513e+10,-3.54,-1.037e+09,-8.1e+08,1591389330,5.452e+09,8.79e+08,-2.89,2014,62.2379753,62.2379753,88.23529412,2014.4,65.44,2014-12-31,"Healthcare",-0.508989211332716,0.383018936502744,0.552347551557355,0.84,54.7263486186905,0.16,66.84782609
"85","ABBV.N",1.4469e+10,2.8454e+10,-1.82,6.87e+08,5.06e+08,1593265380,5.019e+09,8.12e+08,1.76,2014,62.2379753,62.2379753,88.23529412,2014.3,57.76,2014-09-30,"Healthcare",0.317586766367823,0.508504955366557,0.509645166582356,0.84,54.7263486186905,0.16,66.84782609
"86","ABBV.N",1.447e+10,2.9045e+10,-1.71,1.433e+09,1.098e+09,1591699120,4.926e+09,8.34e+08,3.81,2014,62.2379753,62.2379753,88.23529412,2014.2,56.44,2014-06-30,"Healthcare",0.689828866651632,0.498192459975899,0.523968374123371,0.84,54.7263486186905,0.16,66.84782609
"87","ABBV.N",1.4386e+10,2.8657e+10,-2.12,1.286e+09,9.8e+08,1590066460,4.563e+09,7.72e+08,3.39,2014,62.2379753,62.2379753,88.23529412,2014.1,51.4,2014-03-31,"Healthcare",0.61632643958794,0.502006490560771,0.485514297308051,0.84,54.7263486186905,0.16,66.84782609
"88","ABBV.N",1.4292e+10,2.9198e+10,-2.32,1.439e+09,1.128e+09,1587360560,5.111e+09,7.83e+08,3.93,2013,44.90888602,44.90888602,100,2013.4,52.81,2013-12-31,"Healthcare",0.71061359871509,0.489485581204192,0.493271673576166,0.84,38.0692625129762,0.16,44.25287356
